id,calendar_date,week_day,holiday
47542,3/29/2020,Sunday,0
47543,3/30/2020,Monday,0
47544,3/31/2020,Tuesday,0
47545,4/1/2020,Wednesday,0
47546,4/2/2020,Thursday,0
47547,4/3/2020,Friday,0
47548,4/4/2020,Saturday,0
47549,4/5/2020,Sunday,0
47550,4/6/2020,Monday,0
47551,4/7/2020,Tuesday,0
47552,4/8/2020,Wednesday,0
47553,4/9/2020,Thursday,0
47554,4/10/2020,Friday,1
47555,4/11/2020,Saturday,0
47556,4/12/2020,Sunday,1
47557,4/13/2020,Monday,0
47558,4/14/2020,Tuesday,0
47559,4/15/2020,Wednesday,0
47560,4/16/2020,Thursday,0
47561,4/17/2020,Friday,0
47562,4/18/2020,Saturday,0
47563,4/19/2020,Sunday,0
47564,4/20/2020,Monday,0
47565,4/21/2020,Tuesday,1
47566,4/22/2020,Wednesday,0
47567,4/23/2020,Thursday,0
47568,4/24/2020,Friday,0
47569,4/25/2020,Saturday,0
47570,4/26/2020,Sunday,0
47571,4/27/2020,Monday,0
47572,4/28/2020,Tuesday,0
47573,4/29/2020,Wednesday,0
47574,4/30/2020,Thursday,0
47575,5/1/2020,Friday,1
47576,5/2/2020,Saturday,0
47577,5/3/2020,Sunday,0
47578,5/4/2020,Monday,0
47579,5/5/2020,Tuesday,0
47580,5/6/2020,Wednesday,0
47581,5/7/2020,Thursday,0
47582,5/8/2020,Friday,0
47583,5/9/2020,Saturday,0
47584,5/10/2020,Sunday,0
47585,5/11/2020,Monday,0
47586,5/12/2020,Tuesday,0
47587,5/13/2020,Wednesday,0
47588,5/14/2020,Thursday,0
47589,5/15/2020,Friday,0
47590,5/16/2020,Saturday,0
47591,5/17/2020,Sunday,0
47592,5/18/2020,Monday,0
47593,5/19/2020,Tuesday,0
47594,5/20/2020,Wednesday,0
47595,5/21/2020,Thursday,0
47596,5/22/2020,Friday,0
47597,5/23/2020,Saturday,0
47598,5/24/2020,Sunday,0
47599,5/25/2020,Monday,0
47600,5/26/2020,Tuesday,0
47601,5/27/2020,Wednesday,0
47602,5/28/2020,Thursday,0
47603,5/29/2020,Friday,0
47604,5/30/2020,Saturday,0
47605,5/31/2020,Sunday,0
47606,6/1/2020,Monday,0
47607,6/2/2020,Tuesday,0
47608,6/3/2020,Wednesday,0
47609,6/4/2020,Thursday,0
47610,6/5/2020,Friday,0
47611,6/6/2020,Saturday,0
47612,6/7/2020,Sunday,0
47613,6/8/2020,Monday,0
47614,6/9/2020,Tuesday,0
47615,6/10/2020,Wednesday,0
47616,6/11/2020,Thursday,1
47617,6/12/2020,Friday,0
47618,6/13/2020,Saturday,0
47619,6/14/2020,Sunday,0
47620,6/15/2020,Monday,0
47621,6/16/2020,Tuesday,0
47622,6/17/2020,Wednesday,0
47623,6/18/2020,Thursday,0
47624,6/19/2020,Friday,0
47625,6/20/2020,Saturday,0
47626,6/21/2020,Sunday,0
47627,6/22/2020,Monday,0
47628,6/23/2020,Tuesday,0
47629,6/24/2020,Wednesday,0
47630,6/25/2020,Thursday,0
47631,6/26/2020,Friday,0
47632,6/27/2020,Saturday,0
47633,6/28/2020,Sunday,0
47634,6/29/2020,Monday,0
47635,6/30/2020,Tuesday,0
47636,7/1/2020,Wednesday,0
47637,7/2/2020,Thursday,0
47638,7/3/2020,Friday,0
47639,7/4/2020,Saturday,0
47640,7/5/2020,Sunday,0
47641,7/6/2020,Monday,0
47642,7/7/2020,Tuesday,1
47643,7/8/2020,Wednesday,0
47644,7/9/2020,Thursday,0
47645,7/10/2020,Friday,0
47646,7/11/2020,Saturday,0
47647,7/12/2020,Sunday,0
47648,7/13/2020,Monday,0
47649,7/14/2020,Tuesday,0
47650,7/15/2020,Wednesday,0
47651,7/16/2020,Thursday,0
47652,7/17/2020,Friday,0
47653,7/18/2020,Saturday,0
47654,7/19/2020,Sunday,0
47655,7/20/2020,Monday,0
47656,7/21/2020,Tuesday,0
47657,7/22/2020,Wednesday,0
47658,7/23/2020,Thursday,0
47659,7/24/2020,Friday,0
47660,7/25/2020,Saturday,0
47661,7/26/2020,Sunday,0
47662,7/27/2020,Monday,0
47663,7/28/2020,Tuesday,0
47664,7/29/2020,Wednesday,0
47665,7/30/2020,Thursday,0
47666,7/31/2020,Friday,0
47667,8/1/2020,Saturday,0
47668,8/2/2020,Sunday,0
47669,8/3/2020,Monday,0
47670,8/4/2020,Tuesday,0
47671,8/5/2020,Wednesday,0
47672,8/6/2020,Thursday,0
47673,8/7/2020,Friday,0
47674,8/8/2020,Saturday,0
47675,8/9/2020,Sunday,0
47676,8/10/2020,Monday,0
47677,8/11/2020,Tuesday,0
47678,8/12/2020,Wednesday,0
47679,8/13/2020,Thursday,0
47680,8/14/2020,Friday,0
47681,8/15/2020,Saturday,0
47682,8/16/2020,Sunday,0
47683,8/17/2020,Monday,0
47684,8/18/2020,Tuesday,0
47685,8/19/2020,Wednesday,0
47686,8/20/2020,Thursday,0
47687,8/21/2020,Friday,0
47688,8/22/2020,Saturday,0
47689,8/23/2020,Sunday,0
47690,8/24/2020,Monday,0
47691,8/25/2020,Tuesday,0
47692,8/26/2020,Wednesday,0
47693,8/27/2020,Thursday,0
47694,8/28/2020,Friday,0
47695,8/29/2020,Saturday,0
47696,8/30/2020,Sunday,0
47697,8/31/2020,Monday,0
47698,9/1/2020,Tuesday,0
47699,9/2/2020,Wednesday,0
47700,9/3/2020,Thursday,0
47701,9/4/2020,Friday,0
47702,9/5/2020,Saturday,0
47703,9/6/2020,Sunday,0
47704,9/7/2020,Monday,0
47705,9/8/2020,Tuesday,0
47706,9/9/2020,Wednesday,0
47707,9/10/2020,Thursday,0
47708,9/11/2020,Friday,0
47709,9/12/2020,Saturday,0
47710,9/13/2020,Sunday,0
47711,9/14/2020,Monday,0
47712,9/15/2020,Tuesday,0
47713,9/16/2020,Wednesday,0
47714,9/17/2020,Thursday,0
47715,9/18/2020,Friday,0
47716,9/19/2020,Saturday,0
47717,9/20/2020,Sunday,0
47718,9/21/2020,Monday,0
47719,9/22/2020,Tuesday,0
47720,9/23/2020,Wednesday,0
47721,9/24/2020,Thursday,0
47722,9/25/2020,Friday,0
47723,9/26/2020,Saturday,0
47724,9/27/2020,Sunday,0
47725,9/28/2020,Monday,0
47726,9/29/2020,Tuesday,0
47727,9/30/2020,Wednesday,0
47728,10/1/2020,Thursday,0
47729,10/2/2020,Friday,0
47730,10/3/2020,Saturday,0
47731,10/4/2020,Sunday,0
47732,10/5/2020,Monday,0
47733,10/6/2020,Tuesday,0
47734,10/7/2020,Wednesday,0
47735,10/8/2020,Thursday,0
47736,10/9/2020,Friday,0
47737,10/10/2020,Saturday,0
47738,10/11/2020,Sunday,0
47739,10/12/2020,Monday,1
47740,10/13/2020,Tuesday,0
47741,10/14/2020,Wednesday,0
47742,10/15/2020,Thursday,0
47743,10/16/2020,Friday,0
47744,10/17/2020,Saturday,0
47745,10/18/2020,Sunday,0
47746,10/19/2020,Monday,0
47747,10/20/2020,Tuesday,0
47748,10/21/2020,Wednesday,0
47749,10/22/2020,Thursday,0
47750,10/23/2020,Friday,0
47751,10/24/2020,Saturday,0
47752,10/25/2020,Sunday,0
47753,10/26/2020,Monday,0
47754,10/27/2020,Tuesday,0
47755,10/28/2020,Wednesday,0
47756,10/29/2020,Thursday,0
47757,10/30/2020,Friday,0
47758,10/31/2020,Saturday,0
47759,11/1/2020,Sunday,0
47760,11/2/2020,Monday,1
47761,11/3/2020,Tuesday,0
47762,11/4/2020,Wednesday,0
47763,11/5/2020,Thursday,0
47764,11/6/2020,Friday,0
47765,11/7/2020,Saturday,0
47766,11/8/2020,Sunday,0
47767,11/9/2020,Monday,0
47768,11/10/2020,Tuesday,0
47769,11/11/2020,Wednesday,0
47770,11/12/2020,Thursday,0
47771,11/13/2020,Friday,0
47772,11/14/2020,Saturday,0
47773,11/15/2020,Sunday,1
47774,11/16/2020,Monday,0
47775,11/17/2020,Tuesday,0
47776,11/18/2020,Wednesday,0
47777,11/19/2020,Thursday,0
47778,11/20/2020,Friday,0
47779,11/21/2020,Saturday,0
47780,11/22/2020,Sunday,0
47781,11/23/2020,Monday,0
47782,11/24/2020,Tuesday,0
47783,11/25/2020,Wednesday,0
47784,11/26/2020,Thursday,0
47785,11/27/2020,Friday,0
47786,11/28/2020,Saturday,0
47787,11/29/2020,Sunday,0
47788,11/30/2020,Monday,0
47789,12/1/2020,Tuesday,0
47790,12/2/2020,Wednesday,0
47791,12/3/2020,Thursday,0
47792,12/4/2020,Friday,0
47793,12/5/2020,Saturday,0
47794,12/6/2020,Sunday,0
47795,12/7/2020,Monday,0
47796,12/8/2020,Tuesday,0
47797,12/9/2020,Wednesday,0
47798,12/10/2020,Thursday,0
47799,12/11/2020,Friday,0
47800,12/12/2020,Saturday,0
47801,12/13/2020,Sunday,0
47802,12/14/2020,Monday,0
47803,12/15/2020,Tuesday,0
47804,12/16/2020,Wednesday,0
47805,12/17/2020,Thursday,0
47806,12/18/2020,Friday,0
47807,12/19/2020,Saturday,0
47808,12/20/2020,Sunday,0
47809,12/21/2020,Monday,0
47810,12/22/2020,Tuesday,0
47811,12/23/2020,Wednesday,0
47812,12/24/2020,Thursday,0
47813,12/25/2020,Friday,1
47814,12/26/2020,Saturday,0
47815,12/27/2020,Sunday,0
47816,12/28/2020,Monday,0
47817,12/29/2020,Tuesday,0
47818,12/30/2020,Wednesday,0
47819,12/31/2020,Thursday,0
